Zip,Similiarity1,Similiarity2,Similiarity3,Similiarity4,Similiarity5,Similiarity6,Similiarity7,Similiarity8,Similiarity9,Prediction1,Prediction2,Prediction3,Prediction4,Prediction5,Prediction6,Prediction7,Prediction8,Prediction9, MIN , MAX , Weight Avg , AVG , Median , STD , Upper Bound , Lower Bound ,Summary, Demograph , All , House , Education , Age ,
85138,0.982811586,0.999995555,1,1,0.999999974,1,0.999999923,0.999999998,0.999978633,191266.4969,315872.3616,142008.0887,410121.4672,586164.5212,315311.9502,315872.3616,676106.25,324586.4445,142008.0887,676106.25,364476.468,364145.5491,315872.3616,162127.5733,850528.2691,0,,,,,,,
85139,0.979250939,0.999982843,1,0.999999999,0.99999995,1,0.999999857,0.999999972,0.999946857,138336.2933,737714.3199,92067.00672,250264.6387,93862.0685,556641.5094,59727.61248,181863.8363,144432.7008,59727.61248,737714.3199,250804.5481,250545.554,144432.7008,222529.1254,918132.9302,0,,,,,,,
85140,0.987179276,0.999962439,1,0.999999998,0.999999992,1,0.999999988,0.999999999,0.999998465,275258.8097,88810.38601,581803.2892,745352.6791,532849.9145,446472.251,733152.5225,739699.6692,1043756.909,88810.38601,1043756.909,576782.1987,576350.7145,581803.2892,267798.0739,1379744.936,0,,,,,,,
85141,0.973770226,0.999955301,0.999993963,0.999962824,0.997550789,0.999999457,0.999533977,0.999721829,0.999999485,71184.28218,6556.621881,20282.5,100149.2537,20282.5,2038.186158,20282.5,1973.805855,5313.448262,1973.805855,100149.2537,27437.98717,27562.56645,20282.5,32614.29642,125405.4557,0,,,,,,,
85142,0.990863658,0.999988535,1,0.999999999,0.999999992,1,0.999999976,0.999999998,0.999978425,364797.7712,1233997.178,364797.7712,1446799.904,684478.2977,649410.5156,807707.246,397192.8114,2309723.95,364797.7712,2309723.95,918214.2234,917656.1606,684478.2977,609053.9817,2744818.106,0,,,,,,,
85143,0.985062092,0.999997946,1,1,0.999999968,1,0.999999974,0.999999999,0.999996113,84375.38134,595170.0883,249020.379,959788.1885,550558.2489,84375.38134,249020.379,1020182.135,362472.7804,84375.38134,1020182.135,462289.8145,461662.5513,362472.7804,328424.3864,1446935.71,0,,,,,,,
85145,0.994692248,0.999960822,0.999999991,0.999999544,0.99994749,1,0.999950284,0.999999323,0.999999979,502791.0891,12816.99867,64675.71116,98677.85235,61019.69247,66969.04297,64675.71116,255291.3386,42503.01483,12816.99867,502791.0891,129716.8465,129935.6057,64675.71116,146933.637,570736.5168,0,,,,,,,
85147,0.994323998,0.999945873,0.999999992,0.999999817,0.999987053,0.999999998,0.999969357,0.999999998,0.999992149,22210.78193,25654.94028,34411.26072,75485.54604,151719.6401,113179.315,64151.27103,33324.65799,78436.46384,22210.78193,151719.6401,66536.28408,66508.20855,64151.27103,41406.15209,190726.6648,0,,,,,,,
85172,0.998186053,0.999964199,0.999999265,0.999999936,0.999846637,1,0.999893038,0.999992655,0.999998248,272734.1584,22928.277,3885.985748,10093.57326,82692.76944,52942.17507,52756.2797,27293.19066,22697.27518,3885.985748,272734.1584,60848.72968,60891.5205,27293.19066,78415.48201,296137.9665,0,,,,,,,
85173,0.9913228,0.999996607,0.999999974,0.99999984,0.99999288,1,0.999991305,0.999997625,0.999992772,491288.2426,33691.73928,13745.33582,110740.4548,45880.1593,21224.93075,13844.34701,6448.577681,38508.18169,6448.577681,491288.2426,85761.63859,86152.44099,33691.73928,146220.1849,524812.9957,0,,,,,,,
85192,0.942715446,0.999952847,0.999999921,0.999999207,0.999938344,0.999999999,0.999966721,0.999990716,0.999999495,279235.7673,37898.04469,8199.492469,21441.79304,29493.01761,392857.1429,8375,53382.89582,36835.14108,8199.492469,392857.1429,95243.16588,96413.14388,36835.14108,131554.6711,491077.1573,0,,,,,,,
85193,0.98026202,0.999986015,0.999999993,0.999999937,0.999995616,1,0.999997197,0.999999499,0.999992697,7740.878049,126353.5706,25523.67822,45801.80874,63178.57143,64614.16149,135266.7517,133883.1109,102749.2147,7740.878049,135266.7517,78500.82674,78345.74954,64614.16149,45310.78603,214278.1076,0,,,,,,,
85194,0.982326487,0.999970814,0.99999999,0.999999942,0.999997467,1,0.999994157,0.999999973,0.999999298,12622.82927,92830.80569,86346.59315,279668.9304,279668.9304,26857.14286,283206.3937,114138.8772,187655.2469,12622.82927,283206.3937,151717.1812,151443.9722,114138.8772,102963.8026,460335.3801,0,,,,,,,
85201,0.990326899,0.999967196,0.999999997,1,0.999999988,1,0.999999979,0.999999997,0.999987295,665579.6932,287666.4246,464478.8107,315767.4878,277279.1012,382754.6989,287666.4246,518860.7516,861415.1675,277279.1012,861415.1675,451043.7203,451274.2845,382754.6989,190248.6838,1022020.336,0,,,,,,,
85202,0.993195763,0.999987019,1,1,0.999999967,1,0.999999984,0.999999999,0.999982215,234584.5781,372611.5794,1058136.334,651577.9238,793669.9086,588574.8473,1195970.078,727125,431230.7337,234584.5781,1195970.078,672941.3167,672608.9981,651577.9238,295859.8092,1560188.426,0,,,,,,,
85203,0.98610982,0.999939226,1,1,0.999999995,1,0.999999928,0.999999998,0.999995482,228493.1219,73721.75437,608591.997,595978.0596,631573.3166,340052.1253,482956.5674,1174102.159,330886.7887,73721.75437,1174102.159,496678.6098,496261.7656,482956.5674,298608.9427,1392088.594,0,,,,,,,
85204,0.991674774,0.999989942,0.999999997,1,0.999999989,1,0.999999967,0.999999999,0.99999564,466855.794,914387.5615,783290.7795,659931.424,759218.6153,1061819.917,583486.9545,846612.2587,1021046.538,466855.794,1061819.917,788814.2167,788516.6491,783290.7795,185863.1927,1346106.227,230927.0709,,,,,,,
85205,0.985632115,0.999973888,0.999999993,1,0.999999963,1,0.999999702,0.999999993,0.999993518,252163.2987,544854.0311,174148.425,421984.2453,1135724.161,1042301.201,81639.52917,600448.8455,808457.3295,81639.52917,1135724.161,562909.4261,562413.4518,544854.0311,352631.197,1620307.043,0,,,,,,,
85206,0.983343277,0.99997787,1,0.999999999,0.999999913,1,0.999999601,0.999999999,0.99998712,83491.78538,230940.3022,382266.3229,413761.0266,991136.3347,706711.6905,288615.6827,435027.1388,584776.8333,83491.78538,991136.3347,458107.8233,457414.1241,413761.0266,256230.1738,1226104.646,0,,,,,,,
85207,0.984523899,0.999937334,0.999999999,1,0.999999987,1,0.99999991,0.999999995,0.99998361,292807.2847,504311.7076,1263696.749,488455.166,468415.9743,410273.1342,1320760.424,136277.8131,889746.5827,136277.8131,1320760.424,642239.6907,641638.315,488455.166,396183.6093,1830189.143,0,,,,,,,
85208,0.986194745,0.999982582,1,1,0.999999948,1,0.999999704,0.999999999,0.999999621,224772.9178,172398.343,523649.5441,3062508.743,1012359.986,563957.3021,70842.1127,498006.6176,53121.63206,53121.63206,3062508.743,687557.2702,686846.3554,498006.6176,887340.7926,3348868.733,0,,,,,,,
85209,0.98685899,0.999990262,0.999999999,0.999999999,0.999999934,1,0.999999886,0.999999998,0.999975641,94216.57477,590140.1292,956910.3358,1118450.997,582549.702,154097.0695,788907.869,525457.2712,304293.8005,94216.57477,1118450.997,569029.9436,568335.9721,582549.702,328445.1438,1553671.403,0,,,,,,,
85210,0.9933901,0.999995452,1,1,0.999999988,1,0.999999978,0.999999996,0.999987157,240222.3508,531881.9048,474328.567,235744.4895,241515.4203,52240.50143,555893.5458,596996.9491,626571.3791,52240.50143,626571.3791,395157.2906,395043.9009,474328.567,193133.3715,974444.0153,0,,,,,,,
85212,0.982418468,0.999988349,0.999999998,0.999999999,0.999999984,1,0.999999915,0.999999999,0.999996612,339145.9354,135059.7666,523066.8219,505401.8828,368740.6054,393419.4333,403396.2175,1206222.368,88667.15103,88667.15103,1206222.368,440545.2991,440346.6868,393419.4333,304312.6105,1353284.518,0,,,,,,,
85213,0.973973492,0.999897185,1,0.999999999,0.999999967,1,0.999999986,0.999999998,0.999993262,80666.57337,400613.7605,233914.8534,307892.1147,504667.9125,777562.9759,506274.913,420306.602,260530.9973,80666.57337,777562.9759,388939.2916,388047.8559,400613.7605,188980.9395,954990.6743,0,,,,,,,
85215,0.984449378,0.999996396,0.999999998,0.999999999,0.999998617,1,0.99999777,0.999999989,0.999992886,273875.9327,128041.778,746005.7838,88885.67526,69344.14758,243650.9278,200279.2852,45670.35019,79168.74725,45670.35019,746005.7838,208211.4358,208324.7364,128041.778,204905.1008,823040.0387,0,,,,,,,
85224,0.989489836,0.999988936,0.999999999,0.999999999,0.999999982,1,0.999999958,0.999999992,0.999971763,100982.3953,601550.0507,532343.5567,1252341.504,474231.4606,383004.9924,444004.2827,248635.2357,462346.9092,100982.3953,1252341.504,500404.2596,499937.8208,462346.9092,301603.2421,1404747.547,0,,,,,,,
85225,0.991132356,0.999972895,0.999999995,0.999999999,0.999999989,1,0.999999991,0.999999998,0.999934642,205511.4019,1557589.236,205511.4019,291788.2067,696704.0017,214411.9109,205511.4019,430149.9442,1494542.631,205511.4019,1557589.236,589448.8183,589080.0152,291788.2067,523327.7708,2159063.328,0,,,,,,,
85226,0.989980816,0.999996625,1,0.999999999,0.999999984,1,0.999999955,0.999999989,0.999883471,406848.0531,414585.1182,193496.0883,592965.319,239840.4453,141818.7027,817718.4551,255909.0126,133274.6887,133274.6887,817718.4551,355107.0123,355161.7648,255909.0126,216216.6796,1003811.803,0,,,,,,,
85233,0.985807001,0.999971756,0.999999999,0.999999999,0.999999993,1,0.999999916,0.999999996,0.999919508,382887.943,512151.7812,467789.9601,512151.7812,327645.5445,648297.7446,476535.9626,332577.075,151419.0394,151419.0394,648297.7446,423561.5012,423495.2035,467789.9601,135055.1984,828660.7987,18329.60835,,,,,,,
85234,0.987149237,0.999994612,1,1,0.999999991,1,0.999999984,0.999999991,0.999967938,306726.2923,496608.2274,450549.8104,425870.7518,816966.2405,1112509.996,485172.3842,513842.016,699737.8019,306726.2923,1112509.996,590180.3459,589775.9467,496608.2274,233026.4537,1288855.308,0,,,,,,,
